,col1,col2,col3,col4,date_of_birth
1546,1546,185,72,1546,1955-03-09
1547,1547,0,205,1547,1968-01-23
1548,1548,34,249,1548,1998-02-26
1549,1549,261,490,1549,2004-09-12
1550,1550,15,220,1550,1942-08-28
1551,1551,423,586,1551,1967-07-23
1552,1552,52,37,1552,1920-06-16
1553,1553,225,302,1553,1980-10-25
1554,1554,81,229,1554,2009-02-21
1555,1555,34,597,1555,1995-08-12
1556,1556,224,299,1556,2006-07-20
1557,1557,319,282,1557,1933-12-13
1558,1558,338,433,1558,1910-08-13
1559,1559,0,213,1559,1931-10-03
1560,1560,33,261,1560,1996-10-03
1561,1561,172,438,1561,1921-03-22
1562,1562,187,225,1562,1975-12-01
1563,1563,35,71,1563,1946-06-26
1564,1564,100,578,1564,1911-02-03
1565,1565,84,188,1565,1916-01-03
1566,1566,20,576,1566,1934-10-19
1567,1567,72,71,1567,1966-05-31
1568,1568,54,77,1568,1925-12-16
1569,1569,84,624,1569,2010-02-14
1570,1570,424,54,1570,2005-07-26
1571,1571,274,255,1571,2014-02-22
1572,1572,95,89,1572,1983-10-02
1573,1573,425,625,1573,1926-01-14
1574,1574,218,626,1574,1999-10-15
1575,1575,94,627,1575,1925-05-28
1576,1576,134,589,1576,1967-05-27
1577,1577,54,628,1577,1960-02-23
1578,1578,13,474,1578,1981-03-12
1579,1579,2,629,1579,2022-03-31
1580,1580,163,64,1580,2022-08-15
1581,1581,128,105,1581,1918-08-05
1582,1582,19,422,1582,2012-05-07
1583,1583,332,190,1583,1931-04-16
1584,1584,341,453,1584,1974-09-14
1585,1585,402,32,1585,1923-10-20
1586,1586,38,557,1586,1979-06-14
1587,1587,108,390,1587,1996-10-21
1588,1588,183,205,1588,1957-05-13
1589,1589,216,630,1589,1953-03-23
1590,1590,13,184,1590,1999-07-12
1591,1591,18,82,1591,2022-01-22
1592,1592,310,388,1592,1945-02-07
1593,1593,90,309,1593,1926-06-09
1594,1594,11,397,1594,1913-10-24
1595,1595,179,159,1595,2013-02-17
1596,1596,201,78,1596,1950-03-10
1597,1597,121,513,1597,1981-09-17
1598,1598,60,136,1598,2018-01-08
1599,1599,18,191,1599,2020-02-10
1600,1600,416,631,1600,2012-02-21
1601,1601,140,338,1601,1971-07-15
1602,1602,34,249,1602,1922-12-15
1603,1603,426,579,1603,1967-07-13
1604,1604,185,565,1604,2005-05-17
1605,1605,28,146,1605,2002-05-01
1606,1606,309,123,1606,2022-09-24
1607,1607,135,78,1607,1943-05-12
1608,1608,13,418,1608,1994-03-08
1609,1609,177,144,1609,1911-03-24
1610,1610,1,431,1610,2020-07-09
1611,1611,29,120,1611,1962-11-01
1612,1612,406,632,1612,2003-01-20
1613,1613,23,83,1613,2013-03-19
1614,1614,199,67,1614,2019-05-24
1615,1615,4,633,1615,1919-07-19
1616,1616,145,634,1616,2016-07-27
1617,1617,2,160,1617,1969-08-19
1618,1618,74,333,1618,1932-11-09
1619,1619,207,421,1619,1985-03-28
1620,1620,58,86,1620,1995-05-25
1621,1621,58,635,1621,1938-06-15
1622,1622,286,123,1622,2012-02-15
1623,1623,92,162,1623,1958-09-14
1624,1624,427,413,1624,1959-07-08
1625,1625,318,636,1625,1940-07-21
1626,1626,93,83,1626,1962-10-07
1627,1627,15,84,1627,1937-03-24
1628,1628,81,211,1628,1978-08-31
1629,1629,319,78,1629,1936-02-03
1630,1630,161,159,1630,1987-01-23
1631,1631,63,637,1631,1937-11-23
1632,1632,187,560,1632,1970-04-07
1633,1633,70,638,1633,2015-09-10
1634,1634,33,353,1634,2002-10-06
1635,1635,336,121,1635,1980-08-13
1636,1636,59,283,1636,1926-01-06
1637,1637,233,28,1637,1930-06-18
1638,1638,71,135,1638,1939-07-25
1639,1639,114,290,1639,1990-02-17
1640,1640,94,462,1640,1956-02-05
1641,1641,79,639,1641,1925-07-14
1642,1642,11,28,1642,1985-07-25
1643,1643,7,640,1643,1982-11-25
1644,1644,94,306,1644,2015-11-06
1645,1645,198,612,1645,1993-06-05
1646,1646,224,85,1646,1966-07-30
1647,1647,354,381,1647,1966-07-24
1648,1648,342,531,1648,1992-11-05
1649,1649,157,71,1649,1985-04-19
1650,1650,26,123,1650,1975-07-01
1651,1651,112,135,1651,1920-09-19
1652,1652,45,152,1652,2010-11-01
1653,1653,51,23,1653,2001-08-26
1654,1654,52,510,1654,2007-10-27
1655,1655,29,33,1655,2015-09-07
1656,1656,57,5,1656,1913-02-12
1657,1657,427,523,1657,2017-08-07
1658,1658,224,125,1658,1930-03-13
1659,1659,0,641,1659,1999-10-19
1660,1660,135,252,1660,1953-11-15
1661,1661,322,29,1661,1947-10-29
1662,1662,94,6,1662,1932-04-10
1663,1663,14,642,1663,1932-09-10
1664,1664,79,147,1664,1927-11-08
1665,1665,307,588,1665,1949-04-27
1666,1666,229,443,1666,1946-12-04
1667,1667,11,643,1667,2020-04-11
1668,1668,190,439,1668,1971-03-03
1669,1669,298,37,1669,1967-11-26
1670,1670,282,264,1670,1970-05-24
1671,1671,98,78,1671,1993-07-05
1672,1672,29,350,1672,1997-01-28
1673,1673,114,542,1673,1956-09-04
1674,1674,265,64,1674,1935-07-01
1675,1675,66,244,1675,1919-09-16
1676,1676,242,85,1676,1970-10-30
1677,1677,15,464,1677,1933-03-16
1678,1678,104,205,1678,1930-06-07
1679,1679,151,136,1679,1954-11-17
1680,1680,428,644,1680,1992-12-16
1681,1681,287,43,1681,1955-07-05
1682,1682,90,123,1682,2001-01-02
1683,1683,323,598,1683,1958-09-22
1684,1684,380,645,1684,1972-10-27
1685,1685,144,155,1685,1962-12-13
1686,1686,393,144,1686,2011-09-20
1687,1687,83,257,1687,1985-10-15
1688,1688,7,417,1688,1942-01-14
1689,1689,2,39,1689,1927-09-14
1690,1690,50,382,1690,1916-02-24
1691,1691,132,646,1691,1934-10-04
1692,1692,429,647,1692,1994-08-11
1693,1693,66,90,1693,1981-06-12
1694,1694,111,648,1694,2016-07-26
1695,1695,13,649,1695,1954-01-12
1696,1696,159,219,1696,1931-02-09
1697,1697,168,266,1697,1916-08-10
1698,1698,23,650,1698,1977-09-19
1699,1699,121,398,1699,1938-11-20
1700,1700,112,91,1700,2024-08-04
1701,1701,35,441,1701,2010-02-14
1702,1702,430,651,1702,1954-07-03
1703,1703,21,319,1703,1909-10-09
1704,1704,431,652,1704,1915-08-09
1705,1705,190,159,1705,1935-10-23
1706,1706,432,450,1706,1933-10-19
1707,1707,288,41,1707,1983-09-29
1708,1708,176,125,1708,1953-11-25
1709,1709,433,162,1709,2000-11-15
1710,1710,1,292,1710,1930-07-07
1711,1711,4,480,1711,1927-10-06
1712,1712,337,602,1712,1971-08-18
1713,1713,2,598,1713,1983-09-02
1714,1714,32,137,1714,1911-02-11
1715,1715,7,46,1715,1993-01-29
1716,1716,45,653,1716,1976-12-11
1717,1717,94,259,1717,1962-09-24
1718,1718,100,617,1718,1969-11-08
1719,1719,129,654,1719,1963-06-19
1720,1720,325,655,1720,1973-11-25
1721,1721,177,125,1721,2016-03-11
1722,1722,434,75,1722,1988-05-21
1723,1723,435,52,1723,1939-06-23
1724,1724,81,83,1724,1932-08-09
1725,1725,97,629,1725,1965-12-17
1726,1726,58,64,1726,2009-12-06
1727,1727,74,537,1727,2019-11-07
1728,1728,13,515,1728,1956-01-15
1729,1729,203,354,1729,1948-04-17
1730,1730,436,163,1730,1979-04-15
1731,1731,320,147,1731,1916-01-08
1732,1732,13,354,1732,1966-08-25
1733,1733,45,104,1733,1949-04-17
1734,1734,119,49,1734,1946-03-06
1735,1735,309,125,1735,1930-05-08
1736,1736,112,67,1736,1912-02-05
1737,1737,128,46,1737,1951-03-15
1738,1738,35,146,1738,2003-03-09
1739,1739,202,115,1739,1950-10-03
1740,1740,104,656,1740,1989-09-10
1741,1741,114,657,1741,1997-12-02
1742,1742,207,212,1742,2012-03-16
1743,1743,437,658,1743,2011-01-25
1744,1744,111,659,1744,1912-08-13
1745,1745,323,225,1745,1959-08-07
1746,1746,65,351,1746,1912-05-08
1747,1747,238,660,1747,1910-04-24
1748,1748,15,516,1748,1915-07-28
1749,1749,111,64,1749,2002-09-19
1750,1750,438,162,1750,2000-12-11
1751,1751,208,139,1751,1960-05-05
1752,1752,132,661,1752,1917-08-24
1753,1753,29,334,1753,2005-08-20
1754,1754,12,190,1754,1961-11-21
1755,1755,258,662,1755,2003-06-25
1756,1756,367,39,1756,1972-04-08
1757,1757,81,71,1757,2015-04-08
1758,1758,284,71,1758,2016-02-09
1759,1759,413,290,1759,1929-11-10
1760,1760,291,213,1760,1912-12-22
1761,1761,96,3,1761,1959-08-02
1762,1762,7,62,1762,1998-04-09
1763,1763,50,220,1763,1922-04-06
1764,1764,19,242,1764,1925-09-03
1765,1765,35,123,1765,1909-05-16
1766,1766,368,21,1766,1992-05-10
1767,1767,32,28,1767,1985-05-11
1768,1768,439,277,1768,2023-05-11
1769,1769,138,663,1769,1999-02-21
1770,1770,114,196,1770,2021-09-07
1771,1771,339,659,1771,1971-01-15
1772,1772,38,664,1772,1963-09-27
1773,1773,79,217,1773,1981-10-16
1774,1774,214,152,1774,1979-08-18
1775,1775,278,100,1775,1930-08-13
1776,1776,440,665,1776,1962-02-07
1777,1777,81,666,1777,1934-06-26
1778,1778,253,667,1778,1967-08-07
1779,1779,163,28,1779,1983-09-30
1780,1780,83,92,1780,1936-11-08
1781,1781,81,518,1781,1920-03-14
1782,1782,34,324,1782,2018-02-01
1783,1783,362,668,1783,2001-02-06
1784,1784,84,603,1784,1931-12-09
1785,1785,81,296,1785,1938-07-31
1786,1786,80,318,1786,2022-03-05
1787,1787,177,58,1787,1942-05-20
1788,1788,257,201,1788,1941-07-07
1789,1789,146,9,1789,1921-10-18
1790,1790,215,669,1790,1973-07-18
1791,1791,135,99,1791,1913-02-18
1792,1792,63,205,1792,1964-09-13
1793,1793,441,145,1793,1951-01-02
1794,1794,372,21,1794,1963-12-20
1795,1795,175,670,1795,2002-09-18
1796,1796,13,139,1796,1928-09-05
1797,1797,412,422,1797,1914-05-22
1798,1798,57,671,1798,1976-04-07
1799,1799,442,378,1799,2022-05-10
1800,1800,82,146,1800,1943-07-21
1801,1801,193,672,1801,1952-11-14
1802,1802,59,673,1802,2002-03-26
1803,1803,368,674,1803,1930-10-25
1804,1804,224,287,1804,1968-09-07
1805,1805,48,387,1805,1932-11-08
1806,1806,309,238,1806,1993-12-28
1807,1807,33,348,1807,1990-01-10
1808,1808,287,263,1808,2020-10-08
1809,1809,299,242,1809,1922-12-20
1810,1810,367,28,1810,1937-12-12
1811,1811,200,64,1811,1932-06-12
1812,1812,132,64,1812,1991-07-06
1813,1813,443,2,1813,1969-02-12
1814,1814,185,675,1814,1978-07-28
1815,1815,185,85,1815,2015-10-17
1816,1816,58,496,1816,1923-02-16
1817,1817,8,249,1817,1997-12-07
1818,1818,49,516,1818,2003-02-14
1819,1819,138,486,1819,1957-12-03
1820,1820,24,62,1820,1974-09-28
1821,1821,36,485,1821,1991-09-02
1822,1822,444,151,1822,2011-08-05
1823,1823,356,676,1823,1980-12-14
1824,1824,248,677,1824,1938-12-04
1825,1825,182,99,1825,1954-07-03
1826,1826,42,37,1826,1952-02-13
1827,1827,128,381,1827,1986-04-28
1828,1828,90,57,1828,1997-10-25
1829,1829,199,678,1829,1933-04-26
1830,1830,11,605,1830,1967-09-24
1831,1831,445,362,1831,1969-11-11
1832,1832,111,225,1832,2019-01-28
1833,1833,200,334,1833,1984-03-04
1834,1834,32,679,1834,2012-11-27
1835,1835,446,563,1835,2018-08-18
1836,1836,447,82,1836,1917-03-24
1837,1837,448,225,1837,1921-08-14
1838,1838,41,82,1838,1957-08-14
1839,1839,178,125,1839,1961-08-26
1840,1840,128,247,1840,1920-01-18
1841,1841,112,635,1841,1965-04-09
1842,1842,190,680,1842,1938-08-17
1843,1843,8,12,1843,1988-07-31
1844,1844,17,102,1844,1958-09-29
1845,1845,38,249,1845,2007-03-04
1846,1846,104,231,1846,1935-10-16
1847,1847,34,356,1847,1920-01-07
1848,1848,449,336,1848,1974-11-13
1849,1849,215,83,1849,1911-02-18
1850,1850,24,71,1850,1969-10-01
1851,1851,436,374,1851,2007-01-01
1852,1852,420,11,1852,1963-07-18
1853,1853,52,125,1853,1961-10-02
1854,1854,12,39,1854,1927-11-16
1855,1855,335,544,1855,2014-07-25
1856,1856,112,589,1856,1996-10-18
1857,1857,224,681,1857,1913-08-23
1858,1858,257,638,1858,1909-01-06
1859,1859,183,107,1859,1999-06-02
1860,1860,97,85,1860,1946-09-01
1861,1861,224,361,1861,2006-11-14
1862,1862,385,77,1862,1967-04-14
1863,1863,201,467,1863,1993-04-17
1864,1864,224,145,1864,1972-11-17
1865,1865,450,422,1865,1910-05-02
1866,1866,407,682,1866,1936-02-06
1867,1867,93,82,1867,1960-04-06
1868,1868,190,57,1868,1930-04-18
1869,1869,451,683,1869,2009-01-30
1870,1870,129,145,1870,1933-11-01
1871,1871,185,326,1871,1987-08-23
1872,1872,60,684,1872,1922-10-22
1873,1873,159,685,1873,1927-01-05
1874,1874,7,76,1874,1939-05-11
1875,1875,32,419,1875,1993-04-27
1876,1876,17,15,1876,1990-02-02
1877,1877,452,380,1877,2010-02-18
1878,1878,69,51,1878,1934-06-18
1879,1879,175,7,1879,1934-04-14
1880,1880,232,686,1880,1988-12-02
1881,1881,7,85,1881,2021-06-14
1882,1882,205,591,1882,1949-02-09
1883,1883,65,353,1883,2005-07-20
1884,1884,185,18,1884,1920-03-23
1885,1885,186,282,1885,1952-05-10
1886,1886,107,362,1886,2008-10-29
1887,1887,194,526,1887,1953-07-19
1888,1888,19,323,1888,1943-05-08
1889,1889,20,312,1889,1920-12-04
1890,1890,38,687,1890,1925-07-07
1891,1891,190,1,1891,1933-07-18
1892,1892,232,123,1892,2000-05-11
1893,1893,20,688,1893,1912-08-30
1894,1894,201,523,1894,1923-11-21
1895,1895,453,359,1895,1964-04-02
1896,1896,167,513,1896,1924-06-19
1897,1897,29,301,1897,1945-09-03
1898,1898,9,689,1898,1971-02-25
1899,1899,335,514,1899,1971-02-07
1900,1900,42,64,1900,1995-03-31
1901,1901,284,159,1901,1958-10-26
1902,1902,26,407,1902,1930-02-06
1903,1903,119,125,1903,1982-07-06
1904,1904,13,27,1904,1946-02-19
1905,1905,42,198,1905,1955-04-13
1906,1906,25,168,1906,1968-11-24
1907,1907,355,313,1907,1918-04-05
1908,1908,203,83,1908,1973-09-20
1909,1909,7,690,1909,1989-07-26
1910,1910,297,99,1910,1946-01-16
1911,1911,63,539,1911,1958-08-30
1912,1912,73,184,1912,2014-03-08
1913,1913,224,500,1913,1982-07-06
1914,1914,154,639,1914,1982-12-07
1915,1915,29,688,1915,1949-08-10
1916,1916,454,77,1916,1946-09-24
1917,1917,50,211,1917,1909-12-03
1918,1918,7,125,1918,2014-03-04
1919,1919,8,161,1919,1934-09-04
1920,1920,54,691,1920,1914-06-22
1921,1921,94,603,1921,1918-11-06
1922,1922,172,145,1922,2012-10-03
1923,1923,134,692,1923,1950-04-15
1924,1924,33,123,1924,1941-05-24
1925,1925,7,554,1925,1976-05-07
1926,1926,13,205,1926,2019-12-06
1927,1927,30,518,1927,1954-06-10
1928,1928,90,282,1928,1994-08-29
1929,1929,58,431,1929,2020-05-10
1930,1930,19,314,1930,1967-12-25
1931,1931,11,267,1931,1984-12-09
1932,1932,7,62,1932,1968-04-27
1933,1933,24,682,1933,1939-06-01
1934,1934,78,38,1934,1993-04-15
1935,1935,106,37,1935,1991-06-24
1936,1936,57,83,1936,1929-09-21
1937,1937,338,431,1937,1937-07-08
1938,1938,98,71,1938,1911-01-08
1939,1939,121,201,1939,1926-01-28
1940,1940,455,499,1940,2010-09-27
1941,1941,50,220,1941,1989-07-27
1942,1942,111,202,1942,1927-09-29
1943,1943,304,200,1943,1923-05-26
1944,1944,456,693,1944,1982-11-12
1945,1945,92,69,1945,1999-04-14
1946,1946,320,184,1946,1969-02-26
1947,1947,336,104,1947,2013-10-02
1948,1948,149,538,1948,2010-04-15
1949,1949,419,672,1949,1914-07-11
1950,1950,171,139,1950,2015-02-12
1951,1951,422,473,1951,1949-08-27
1952,1952,457,694,1952,1932-01-31
1953,1953,70,249,1953,1914-12-24
1954,1954,8,98,1954,1957-02-07
1955,1955,42,33,1955,1994-10-10
1956,1956,207,439,1956,1992-04-23
1957,1957,309,108,1957,1921-02-17
1958,1958,458,695,1958,1910-04-08
1959,1959,395,193,1959,1954-03-20
1960,1960,123,668,1960,1939-06-23
1961,1961,459,696,1961,2013-05-22
1962,1962,63,168,1962,1973-03-16
1963,1963,2,295,1963,1938-04-21
1964,1964,135,125,1964,1972-04-26
1965,1965,460,139,1965,2014-05-13
1966,1966,138,558,1966,1913-11-13
1967,1967,461,214,1967,1953-02-22
1968,1968,84,129,1968,1976-09-20
1969,1969,264,336,1969,1953-12-04
1970,1970,203,404,1970,1915-10-07
1971,1971,338,135,1971,2008-09-08
1972,1972,49,697,1972,2020-01-24
1973,1973,181,169,1973,1912-07-03
1974,1974,130,334,1974,1981-05-27
1975,1975,10,81,1975,1973-05-09
1976,1976,179,698,1976,2019-02-02
1977,1977,50,466,1977,1950-01-06
1978,1978,322,419,1978,1924-11-27
1979,1979,50,699,1979,2024-01-27
1980,1980,13,700,1980,1997-02-06
1981,1981,213,166,1981,1953-09-28
1982,1982,462,196,1982,1923-04-25
1983,1983,258,52,1983,1982-04-15
1984,1984,402,6,1984,1996-03-27
1985,1985,135,560,1985,1949-03-18
1986,1986,54,43,1986,1970-12-24
1987,1987,69,339,1987,2016-11-17
1988,1988,150,446,1988,1939-03-27
1989,1989,463,224,1989,2001-03-28
1990,1990,32,701,1990,1935-04-11
1991,1991,177,702,1991,1916-07-04
1992,1992,236,287,1992,2014-09-27
1993,1993,252,64,1993,1981-05-31
1994,1994,35,324,1994,2020-10-06
1995,1995,358,402,1995,1963-07-24
1996,1996,434,185,1996,1960-08-05
1997,1997,255,125,1997,1933-08-20
1998,1998,73,667,1998,1974-01-15
1999,1999,121,49,1999,1909-07-08
2000,2000,24,591,2000,1943-08-01
2001,2001,72,580,2001,2002-08-19
2002,2002,335,329,2002,1923-05-20
2003,2003,81,618,2003,2017-09-10
2004,2004,242,702,2004,1989-03-30
2005,2005,81,282,2005,1956-12-21
2006,2006,303,328,2006,1981-12-23
2007,2007,7,413,2007,1969-01-24
2008,2008,216,201,2008,2024-03-14
2009,2009,215,220,2009,1999-07-03
2010,2010,94,125,2010,1910-12-23
2011,2011,207,37,2011,1971-03-31
2012,2012,95,402,2012,1968-05-23
2013,2013,464,514,2013,2001-11-13
2014,2014,386,64,2014,1992-10-19
2015,2015,465,78,2015,1924-10-23
2016,2016,69,494,2016,1955-03-02
2017,2017,25,366,2017,2006-01-21
2018,2018,7,62,2018,2022-08-18
2019,2019,161,188,2019,1927-01-28
2020,2020,166,703,2020,1944-11-05
2021,2021,236,704,2021,1909-07-15
2022,2022,72,13,2022,1975-05-16
2023,2023,463,705,2023,1973-11-29
2024,2024,466,706,2024,1985-10-12
2025,2025,320,236,2025,1930-11-20
2026,2026,18,620,2026,1927-07-03
2027,2027,23,294,2027,1929-11-26
2028,2028,404,217,2028,1993-02-16
2029,2029,75,328,2029,1945-07-29
2030,2030,206,324,2030,1949-06-05
2031,2031,34,398,2031,1995-02-18
2032,2032,165,312,2032,1964-04-01
2033,2033,467,659,2033,1997-10-30
2034,2034,49,463,2034,2008-01-29
2035,2035,81,238,2035,1957-01-03
2036,2036,52,82,2036,1910-10-16
2037,2037,137,707,2037,1937-10-23
2038,2038,121,708,2038,1989-04-26
2039,2039,438,709,2039,1959-08-07
2040,2040,0,52,2040,1993-04-26
2041,2041,29,541,2041,1993-04-15
2042,2042,468,710,2042,1943-02-14
2043,2043,391,578,2043,2009-02-08
2044,2044,60,586,2044,1942-11-27
2045,2045,179,52,2045,2007-06-08
2046,2046,14,711,2046,1964-11-15
2047,2047,380,171,2047,1955-10-20
2048,2048,7,712,2048,1969-07-26
2049,2049,98,328,2049,2003-03-18
2050,2050,27,692,2050,1983-02-17
2051,2051,463,28,2051,1977-04-27
2052,2052,7,64,2052,1916-12-05
2053,2053,24,329,2053,1994-09-25
2054,2054,146,713,2054,1993-12-31
2055,2055,469,459,2055,1912-05-06
2056,2056,72,278,2056,1974-07-19
2057,2057,8,355,2057,2011-07-11
2058,2058,50,198,2058,1963-08-31
2059,2059,49,119,2059,2010-08-22
2060,2060,72,125,2060,1948-05-27
2061,2061,9,191,2061,2006-10-17
2062,2062,342,511,2062,1989-04-17
2063,2063,470,486,2063,2006-04-08
2064,2064,179,498,2064,1925-04-25
2065,2065,7,305,2065,1991-06-23
2066,2066,471,714,2066,2015-08-13
2067,2067,146,168,2067,1993-08-25
2068,2068,69,549,2068,1969-07-03
2069,2069,218,715,2069,1951-02-14
2070,2070,258,177,2070,1925-03-22
2071,2071,179,400,2071,1969-03-14
2072,2072,368,30,2072,1937-04-20
2073,2073,207,296,2073,1986-06-06
2074,2074,179,273,2074,2000-11-14
2075,2075,81,212,2075,2014-06-16
2076,2076,328,716,2076,2004-11-04
2077,2077,8,449,2077,1997-01-10
2078,2078,275,717,2078,1977-04-06
2079,2079,36,125,2079,2003-01-25
2080,2080,320,718,2080,1936-05-03
2081,2081,42,425,2081,1968-02-17
2082,2082,52,64,2082,1946-03-15
2083,2083,275,110,2083,1950-05-20
2084,2084,154,609,2084,1952-05-13
2085,2085,301,115,2085,1957-12-13
2086,2086,91,156,2086,1918-05-18
2087,2087,9,719,2087,1929-03-17
2088,2088,84,52,2088,1992-05-15
2089,2089,206,703,2089,2006-12-15
2090,2090,472,260,2090,1990-02-15
2091,2091,13,67,2091,1968-03-08
2092,2092,114,43,2092,2003-09-04
2093,2093,343,720,2093,1991-12-12
2094,2094,188,217,2094,1931-07-23
2095,2095,462,79,2095,1912-02-19
2096,2096,52,398,2096,1989-08-12
2097,2097,42,444,2097,1982-04-24
2098,2098,51,626,2098,2018-02-11
2099,2099,2,721,2099,1990-06-07
2100,2100,25,133,2100,1925-05-29
2101,2101,24,515,2101,1942-09-23
2102,2102,24,33,2102,1962-08-15
2103,2103,11,105,2103,1984-09-18
2104,2104,215,321,2104,2001-11-07
2105,2105,114,532,2105,1935-02-22
2106,2106,403,110,2106,1974-05-08
2107,2107,183,84,2107,1936-10-12
2108,2108,63,642,2108,1972-12-05
2109,2109,33,184,2109,2015-06-03
2110,2110,72,141,2110,2003-11-07
2111,2111,175,302,2111,1930-04-13
2112,2112,8,358,2112,1924-10-22
2113,2113,7,111,2113,1927-12-01
2114,2114,45,64,2114,1914-03-18
2115,2115,42,589,2115,1921-04-02
2116,2116,60,722,2116,1970-06-07
2117,2117,81,129,2117,1930-04-24
2118,2118,146,160,2118,1981-04-13
2119,2119,216,182,2119,1961-09-14
2120,2120,275,333,2120,1996-04-14
2121,2121,11,79,2121,1917-05-14
2122,2122,54,146,2122,1961-02-22
2123,2123,350,126,2123,1941-06-12
2124,2124,185,125,2124,2006-07-17
2125,2125,79,723,2125,1978-10-09
2126,2126,11,5,2126,1946-07-06
2127,2127,275,285,2127,1932-10-28
2128,2128,185,653,2128,1932-01-11
2129,2129,19,724,2129,2024-01-05
2130,2130,202,404,2130,1935-09-08
2131,2131,7,125,2131,1909-11-08
2132,2132,121,641,2132,1983-03-25
2133,2133,438,123,2133,2024-02-08
2134,2134,46,506,2134,1933-01-28
2135,2135,473,205,2135,1980-11-24
2136,2136,400,413,2136,1988-12-12
2137,2137,52,238,2137,2023-02-07
2138,2138,200,378,2138,1954-01-04
2139,2139,169,84,2139,1941-07-23
2140,2140,147,619,2140,2018-02-26
2141,2141,72,92,2141,1959-12-08
2142,2142,474,235,2142,1934-12-21
2143,2143,269,221,2143,1990-07-23
2144,2144,365,725,2144,2011-05-19
2145,2145,145,46,2145,2009-04-11
2146,2146,42,726,2146,1931-09-10
2147,2147,24,657,2147,1912-02-29
2148,2148,84,46,2148,2021-10-06
2149,2149,128,619,2149,1980-07-16
2150,2150,8,451,2150,1932-09-11
2151,2151,128,378,2151,2004-04-29
2152,2152,387,727,2152,1946-11-19
2153,2153,270,110,2153,1966-01-13
2154,2154,475,71,2154,1946-09-24
2155,2155,290,728,2155,1946-09-29
2156,2156,33,543,2156,1977-11-23
2157,2157,476,446,2157,1987-12-30
2158,2158,34,386,2158,2002-06-05
2159,2159,177,679,2159,1920-01-08
2160,2160,477,93,2160,2019-04-11
2161,2161,35,234,2161,1966-04-17
2162,2162,35,610,2162,1978-04-24
2163,2163,420,215,2163,1910-12-29
2164,2164,382,346,2164,1929-05-20
2165,2165,252,37,2165,1954-09-29
2166,2166,272,381,2166,2013-08-28
2167,2167,478,259,2167,2008-08-09
2168,2168,304,706,2168,1999-01-06
2169,2169,474,135,2169,1955-01-08
2170,2170,13,217,2170,1979-11-18
2171,2171,19,332,2171,1927-06-12
2172,2172,27,230,2172,1957-08-02
2173,2173,72,515,2173,2003-09-01
2174,2174,350,381,2174,1917-05-19
2175,2175,228,83,2175,1923-08-15
2176,2176,81,527,2176,1955-04-14
2177,2177,17,729,2177,1944-12-14
2178,2178,7,730,2178,1934-03-16
2179,2179,34,113,2179,1970-06-26
2180,2180,224,145,2180,1948-10-24
2181,2181,366,618,2181,1946-11-13
2182,2182,208,328,2182,1931-11-04
2183,2183,35,542,2183,1920-12-08
2184,2184,257,225,2184,1913-08-30
2185,2185,199,64,2185,2002-02-04
2186,2186,112,115,2186,1935-01-28
2187,2187,98,359,2187,2014-07-04
2188,2188,3,491,2188,1922-06-02
2189,2189,341,462,2189,1952-05-15
2190,2190,2,71,2190,1946-11-15
2191,2191,207,108,2191,2016-10-12
2192,2192,101,146,2192,1975-09-26
2193,2193,72,213,2193,1933-07-18
2194,2194,287,65,2194,2014-01-30
2195,2195,207,431,2195,1974-05-29
2196,2196,69,601,2196,1934-07-31
2197,2197,197,573,2197,1958-06-19
2198,2198,114,238,2198,1933-07-11
2199,2199,69,672,2199,2009-10-16
2200,2200,19,239,2200,1979-09-23
2201,2201,68,627,2201,1916-08-18
2202,2202,24,429,2202,1964-03-18
2203,2203,154,32,2203,1969-09-28
2204,2204,182,331,2204,1960-08-01
2205,2205,479,299,2205,1981-02-12
2206,2206,288,168,2206,1991-05-18
2207,2207,68,731,2207,1962-10-03
2208,2208,149,62,2208,1992-06-10
2209,2209,480,278,2209,1989-07-16
2210,2210,8,356,2210,1935-02-06
2211,2211,25,135,2211,1937-07-24
2212,2212,72,518,2212,1911-09-30
2213,2213,214,247,2213,1991-06-01
2214,2214,364,260,2214,1956-08-31
2215,2215,213,545,2215,1957-04-01
2216,2216,285,613,2216,1989-11-24
2217,2217,2,529,2217,1998-11-28
2218,2218,166,285,2218,1969-10-30
2219,2219,160,390,2219,2011-10-05
2220,2220,15,103,2220,1932-08-06
2221,2221,275,400,2221,1958-04-11
2222,2222,203,102,2222,1968-01-05
2223,2223,117,488,2223,1946-09-19
2224,2224,207,226,2224,1942-12-25
2225,2225,231,12,2225,2018-08-18
2226,2226,373,651,2226,1914-12-01
2227,2227,236,285,2227,1913-01-20
2228,2228,400,220,2228,1930-09-28
2229,2229,36,545,2229,1960-12-09
2230,2230,12,310,2230,1957-09-11
2231,2231,167,119,2231,1928-03-25
2232,2232,423,612,2232,1992-12-12
2233,2233,413,619,2233,2018-05-17
2234,2234,214,189,2234,2003-11-02
2235,2235,163,469,2235,1988-08-03
2236,2236,97,732,2236,1950-04-08
2237,2237,32,282,2237,1986-09-21
2238,2238,34,733,2238,1937-07-26
2239,2239,406,725,2239,1978-03-01
2240,2240,191,721,2240,1973-04-12
2241,2241,172,64,2241,2007-12-05
2242,2242,450,162,2242,2023-01-25
2243,2243,309,734,2243,1961-05-06
2244,2244,68,735,2244,1948-05-25
